original,detected_language,confidence,translated_text
llengua anglesa 1,ca,100,English language 1
destreses comunicatives: speaking and listening 1,ca,100,des: speaking and listening 1
destreses comunicatives: reading and writing 1,ca,100,destreses comunicatives: reading and writing 1
anglès 2,ca,100,English 2
llengua anglesa 4,ca,100,English language 4
anàlisi de textos anglesos 1,ca,100,analysis of English texts 1
llengua alemanya 1,ca,100,German language 1
francès comunicatiu,ca,100,communicative French
llengua anglesa 2,ca,100,English language 2
anglès 1,ca,100,English 1
mitologia alemanya,ca,100,German mythology
traducció anglesa directa 1,ca,100,direct English translation 1
anàlisi de textos anglesos 2,ca,100,analysis of English texts 2
curs monogràfic de literatura i cultura en llengua anglesa,ca,100,monographic course of literature and culture in the English language
taller d'escriptura avançada,ca,100,the advanced writing workshop
treball de fi de grau,ca,100,end-of-degree work
lingüística,ca,100,linguistics
destreses comunicatives: speaking and listening 2,ca,100,des: speaking and listening 2
llengua anglesa 3,ca,100,English language 3
literatura i societat,ca,100,literatura and society
semàntica anglesa,ca,100,English semantics
història de la llengua anglesa,ca,100,history of the English language
el llegat clàssic,ca,100,the classic legacy
creació catalana contemporània (s. xx),ca,100,contemporary Catalan creation (s. xx)
lingüística romànica,ca,100,Romance linguistics
llatí,ca,100,Latin
literatura i societat,ca,100,literatura and society
ortotipografia,ca,100,ortotypeography
literatura romànica,ca,100,Romance literature
literatura catalana medieval 1,ca,100,medieval Catalan literature 1
comunicació oral en espanyol,ca,100,oral communication in Spanish
treball de fi de grau,ca,100,end-of-degree work
onomàstica,ca,100,onomastica
literatura,ca,100,literatura
sociolingüística catalana,ca,100,sociolingüística catalana
comunicació escrita en català,ca,100,written communication in Catalan
literatura catalana tardomedieval i moderna,ca,100,literatura catalana tardomedieval i moderna
literatura francesa 1,ca,100,French literature 1
etnopoètica,ca,100,etnopoetic
gramàtica històrica de la llengua catalana,ca,100,historical grammar of the Catalan language
sintaxi catalana,ca,100,sintaxi catalana
anglès 2,ca,100,English 2
pràctiques externes 1,ca,100,external practices 1
correcció i edició de textos catalans,ca,100,correction and edition of Catalan texts
narrativa oral,ca,100,oral narrative
comunicació escrita en espanyol,ca,100,communication written in Spanish
crítica literària catalana,ca,100,Catalan literary critic
"dones, llenguatges i cultura",ca,100,"women, languages and culture"
crisi i modernitat (s. xix-xx),ca,100,crisis and modernity (s. XIX-xx)
comunicació oral en català,ca,100,oral communication in Catalan
anglès 1,ca,100,English 1
estudis en el marc de convenis de mobilitat,ca,100,studies within the framework of mobility conventions
dialectologia catalana,ca,100,dialectologia catalana
lingüística,ca,100,linguistics
llengua francesa 1,ca,100,French language 1
romanticisme i realisme (s. xix),ca,100,romanticism and realism (s. XIX)
llengua i societat,ca,100,language and society
morfologia catalana,ca,100,morfologia catalana
de la gramàtica a la pràctica,ca,100,from grammar to practice
aliments funcionals,ca,100,functional foods
interpretació dels resultats nutricionals,ca,100,interpretation of nutritional results
metabolòmica i tractament de dades,ca,100,metabolòmica and data processing
nutrigenòmica i nutrició personalitzada,ca,100,nutrigenomics and personalized nutrition
nutrició i cicle vital,ca,100,nutrition and life cycle
empresa alimentària i màrqueting,ca,100,food company and marketing
perspectives de la nutrició molecular,ca,100,perspectives of molecular nutrition
nutrició i qualitat de vida del pacient,ca,100,nutrition and quality of life of the patient
nutrició i fisiopatologia,ca,100,nutrition and physiopathology
aspectes tecnològics dels components dels aliments,ca,100,technological aspects of food components
components bioactius i nutracèutics,ca,100,bioactive and nutraceutical components
aliments,ca,100,food
intoleràncies i al·lèrgies alimentàries,ca,100,food allergies and intolerances
microcomponents de la dieta,ca,100,diet microcomponents
"nutrició i salut: investigació, desenvolupament i innovació aplicada a la cura de la salut",ca,100,"nutrition and health: research, development and innovation applied to health care"
cultius cel·lulars com a model experimental per estudis nutricionals,ca,100,cell cultures as an experimental model for nutritional studies
suport nutricional en situacions especials,ca,100,nutritional support in special situations
estadística aplicada a la nutrició,ca,100,statistics applied to nutrition
plantejament científic dels estudis en nutrició humana,ca,100,scientific planting of studies in human nutrition
curs de formació per a l'experimentació amb animals,ca,100,training course for animal experimentation
política de la nutrició,ca,100,nutrition policy
aspectes psicològics i alteracions del comportament alimentari,ca,100,psychological aspects and alterations of food behavior
treball de fi de màster,ca,100,Final Masterwork
taller interdisciplinari d'arqueologia: tàrraco patrimoni mundial,ca,100,interdisciplinary archaeology workshop: tàrraco world heritage
arqueologia i art romana,ca,100,archaeology and Roman art
món actual,ca,100,present world
societat i cultura a l'antiguitat,ca,100,society and culture in antiquity
art medieval,ca,100,medieval art
societat i cultura a l'època moderna,ca,100,society and culture in modern times
pintura del segle xix,ca,100,19th-century painting
treball de fi de grau,ca,100,end-of-degree work
fonts per a la història de l'art i l'arqueologia,ca,100,sources for the history of art and archaeology
història de la música i de l'espectacle,ca,100,history of music and show
humanitats digitals i patrimoni cultural,ca,100,digital humanities and cultural heritage
mitologia clàssica,ca,100,classical mythology
art antic,ca,100,ancient art
art modern,ca,100,modern art
iconografia i cultura visual,ca,100,iconography and visual culture
pràctiques externes,ca,100,external practices
la tradició clàssica a l'art occidental,ca,100,Classical tradition in Western art
taller interdisciplinari: arxius fotogràfics i audiovisuals,ca,100,interdisciplinary workshop: photographic and audiovisual archives
prehistòria i evolució humana,ca,100,prehistory and human evolution
arqueologia i art grecs,ca,100,Greek archaeology and art
historiografia i mètodes per a l'estudi de la història i la història de l'art,ca,100,historiography and methods for the study of history and art history
museologia,ca,100,museology
treball de fi de grau,ca,100,end-of-degree work
estudis en el marc d'acords de mobilitat,ca,100,studies in the framework of mobility agreements
història dels estats units,ca,100,history of the United States
història d'amèrica,ca,100,History of America
història medieval de la corona d'aragó,ca,100,medieval history of the crown of Arago
les dones a l'edat mitjana i moderna,ca,100,women in the Middle and Modern Ages
història contemporània,ca,100,contemporary history
història contemporània de catalunya,ca,100,contemporaneous history of Catalonia
història medieval,ca,100,medieval history
arqueologia de la cultura material,ca,100,archaeology of material culture
història moderna d'espanya,ca,100,modern history of Spain
