id,original,detected_language,confidence,translated_text
835,"infància, salut i alimentació",cat,0.966816306114197,"infancy, health and supply"
836,"societat, família i educació",cat,0.990484774112701,"society, family and nurture"
837,l'escola d'educació infantil,cat,0.967440724372864,the school of childish nurture
838,"ensenyament i aprenentatge de la música, l'expressió plàstica i l'expressió corporal 1",cat,0.996191561222076,"education and learning of the musician, the plastic expression and the corporal expression 1"
839,projecte artístic,cat,0.850038766860962,artistic project
840,didàctica de la llengua estrangera,cat,0.94073611497879,didactic of the foreign tongue
841,dansa: la música en moviment,cat,0.85570216178894,dance: the musician at movement
842,"ensenyament i aprenentatge de la música, l'expressió plàstica i l'expressió corporal 2",cat,0.996249794960022,"education and learning of the musician, the plastic expression and the corporal expression 2"
843,"ensenyament i aprenentatge de les ciències experimentals, ciències socials i les matemàtiques 3",cat,0.982710063457489,"education and learning of the experimental sciences, social sciences and the mathematicians 3"
844,didàctica de l'educació psicomotriu a l'educació infantil 1,cat,0.987608075141907,didactic of the nurture *psicomotriu at the childish nurture 1
845,"organització de l'espai escolar, materials i habilitats docents",cat,0.976317465305328,"organisation of the school room, materials and educational abilities"
846,escola inclusiva i atenció primerenca,cat,0.966472208499908,inclusive school and early attention
847,corrents estètics contemporanis en comunicació,cat,0.961828410625458,carelessly aesthetic contemporary at communication
848,gestió de continguts als mercats audiovisual i publicitari,cat,0.853618383407593,management of contents at the audiovisual and advertising markets
849,organització d'esdeveniments,cat,0.990356743335724,organisation of events
850,expressió corporal i comunicació no verbal,cat,0.994353294372559,corporal expression and communication no verbal
851,"gènere, sexualitats i comunicació",cat,0.985999047756195,"genus, sexualities and communication"
852,relacions amb els mitjans,cat,0.999495029449463,accounts with the modes
853,màrqueting directe i interactiu,cat,0.938839375972748,direct and interactive marketing
854,màrqueting i comunicació empresarial,cat,0.9908447265625,marketing and business communication
855,opinió pública,cat,0.975995361804962,public opinion
856,fonaments del periodisme,cat,0.816210031509399,bedrocks of the journalism
857,planificació de mitjans,cat,0.977867722511292,planning of modes
858,escriptura creativa,cat,0.850329518318176,creative scripture
859,comunicació interna,cat,0.978793978691101,internal communication
860,teoria i tècnica del llenguatge audiovisual,cat,0.94692987203598,theory and technician of the audiovisual language
861,direcció de comptes en publicitat i relacions públiques,cat,0.972138404846191,address of beads at advert and public accounts
862,pràctiques acadèmiques externes,cat,0.835343658924103,external academic practices
863,estàndard oral i escrit de la llengua (català),cat,0.971516788005829,oral standard and brief of the tongue (Catalan)
864,introducció a l'economia i a l'empresa,cat,0.980025887489319,introduction at the economics and at the company
865,teoria de la imatge,cat,0.853189051151276,theory of the image
866,producció de projectes multimèdia,cat,0.984883666038513,production of multimedia projects
867,investigació de mercats,cat,0.961207270622253,inquest of markets
868,fonaments de la comunicació publicitària i de les relacions públiques,cat,0.969160497188568,bedrocks of the advertising communication and of the public accounts
869,comunicació i expressió oral,cat,0.997606337070465,communication and oral expression
870,taller de projectes de recerca i professionals,cat,0.722477912902832,workshop of projects of enquiry and professionals
871,estàndard oral i escrit de la llengua (castellà),cat,0.952909827232361,oral standard and brief of the tongue (Spanish)
872,creativitat publicitària,cat,0.874390244483948,advertising creativity
873,tècniques de les relacions públiques,cat,0.843697547912598,technicians of the public accounts
874,fotografia documental i publicitària,cat,0.956924319267273,documentary and advertising photograph
875,"globalització, cultura i societat",cat,0.98475855588913,"globalisation, culture and society"
876,tècniques de màrqueting i comunicació,cat,0.989831984043121,technicians of marketing and communication
877,treball de fi de grau,cat,0.623390972614288,work of end of rank
878,tecnologia audiovisual i d'internet,cat,0.658675909042358,audiovisual tech and of internet
879,infodisseny,cat,0.662200033664703,*infodisseny
880,comunicació i imatge corporativa,cat,0.985572338104248,communication and corporate image
881,introducció a la psicologia,cat,0.974072575569153,introduction at the psychology
882,història i estructura de la comunicació,cat,0.990274846553802,history and structure of the communication
883,disseny gràfic i multimèdia,cat,0.972697854042053,graphic and multimedia design
884,dret de la comunicació,cat,0.982108235359192,law of the communication
885,comunicació política,cat,0.99217426776886,political communication
886,estudis en el marc de convenis de mobilitat,cat,0.895581722259522,surveys at the frame of agreements of mobility
887,persuasió a través del discurs,cat,0.979942083358765,persuasion through the speech
888,campanyes i plans de comunicació,cat,0.979986965656281,campaigns and plans of communication
889,experiències en comunicació i direcció estratègica,cat,0.99929940700531,experiences at communication and strategic address
890,comunicació estratègica de marques territori,cat,0.945747077465057,strategic communication of marks territory
891,oportunitats i riscos en la comunicació organitzacional,cat,0.983778715133667,opportunities and risks at the communication *organitzacional
892,comunicació en les organitzacions polítiques,cat,0.980688810348511,communication at the political organisations
893,comunicació i responsabilitat social,cat,0.959685385227203,communication and social responsibility
894,tècniques qualitatives de recerca en comunicació,cat,0.946481466293335,qualitative technicians of enquiry at communication
895,eines del màrqueting digital,cat,0.810339272022247,tools of the digital marketing
896,gestió de la comunicació en línia  i community management,cat,0.985144913196564,management of the online communication  and *community *management
897,projectes i informes de recerca en comunicació,cat,0.958168268203735,projects and reports of enquiry at communication
898,treball fi de màster,cat,0.83011668920517,fine work of *màster
899,disseny d'experiències,cat,0.959339141845703,design of experiences
900,comunicació de les institucions públiques,cat,0.963398993015289,communication of the public institutions
1101,comunicació i expressió oral,cat,0.997606337070465,communication and oral expression
1102,teoria i tècnica del llenguatge audiovisual,cat,0.94692987203598,theory and technician of the audiovisual language
1103,escriptura creativa,cat,0.850329518318176,creative scripture
1104,gestió de continguts als mercats audiovisual i publicitari,cat,0.853618383407593,management of contents at the audiovisual and advertising markets
1105,estàndard oral i escrit de la llengua (castellà),cat,0.952909827232361,oral standard and brief of the tongue (Spanish)
1106,comunicació política,cat,0.99217426776886,political communication
1107,història i estructura de la comunicació,cat,0.990274846553802,history and structure of the communication
1108,fotografia documental i publicitària,cat,0.956924319267273,documentary and advertising photograph
1109,taller de ràdio,cat,0.74219822883606,workshop of radio
1110,producció de projectes multimèdia,cat,0.984883666038513,production of multimedia projects
1111,teoria i anàlisi de les pràctiques professionals en periodisme,cat,0.917991518974304,theory and analysis of the professional practices at journalism
1112,treball de fi de grau,cat,0.623390972614288,work of end of rank
1113,infodisseny,cat,0.662200033664703,*infodisseny
1114,dret de la comunicació,cat,0.982108235359192,law of the communication
